jset,topic,gene,symbol,rnk,colorcode
Basophils,topic20,11:53613665-53623665;NM_021283.2..Il4,Il4,1,#696969
DCs,topic28,1:52722318-52732318;NM_133829.2..Mfsd6,Mfsd6,357.5,#F0E442
DCs,topic28,10:117287868-117297868;NM_013590.4..Lyz1,Lyz1,357.5,#F0E442
DCs,topic28,12:73579795-73589795;NM_001313977.1..Prkch,Prkch,357.5,#F0E442
DCs,topic28,2:102181460-102191460;NM_001290784.1..Ldlrad3,Ldlrad3,357.5,#F0E442
DCs,topic28,3:83836608-83846608;NM_011905.3..Tlr2,Tlr2,357.5,#F0E442
DCs,topic28,4:62355548-62365548;NM_001045528.1..Fkbp15,Fkbp15,357.5,#F0E442
DCs,topic28,5:112250819-112260819;NM_001312893.1..Crybb1,Crybb1,357.5,#F0E442
DCs,topic28,5:139195636-139205636;NM_001256115.1..Sun1,Sun1,357.5,#F0E442
DCs,topic28,6:129403861-129413861;NM_001205363.1..Clec9a,Clec9a,357.5,#F0E442
DCs,topic28,6:40580805-40590805;NM_001038604.1..Clec5a,Clec5a,357.5,#F0E442
DCs,topic28,9:71157633-71167633;NM_001271843.1..Aqp9,Aqp9,357.5,#F0E442
DCs,topic28,10:60341850-60351850;NM_001159572.1..Vsir,Vsir,369,#F0E442
DCs,topic28,11:114955417-114965417;NM_199225.1..Cd300c,Cd300c,369,#F0E442
DCs,topic28,14:121374230-121384230;NM_145465.2..Stk24,Stk24,369,#F0E442
DCs,topic28,2:129304972-129314972;NM_010554.4..Il1a,Il1a,369,#F0E442
DCs,topic28,3:108279063-108289063;NM_001271599.1..Sort1,Sort1,369,#F0E442
DCs,topic28,4:57951411-57961411;NM_011660.3..Txn1,Txn1,369,#F0E442
DCs,topic28,6:122947643-122957643;NM_153197.4..Clec4a3,Clec4a3,369,#F0E442
DCs,topic28,7:127269059-127279059;NM_009266.3..Sephs2,Sephs2,369,#F0E442
DCs,topic28,7:140111423-140121423;NM_053119.2..Echs1,Echs1,369,#F0E442
DCs,topic28,8:56289551-56299551;NM_008278.2..Hpgd,Hpgd,369,#F0E442
DCs,topic28,9:123846899-123856899;NM_001110253.2..Fyco1,Fyco1,369,#F0E442
DCs,topic28,1:107585005-107595005;NM_001159748.1..Serpinb8,Serpinb8,379.5,#F0E442
DCs,topic28,1:132385318-132395318;NM_001311107.1..Tmcc2,Tmcc2,379.5,#F0E442
DCs,topic28,11:34042200-34052200;NM_010696.3..Lcp2,Lcp2,379.5,#F0E442
DCs,topic28,11:82030576-82040576;NM_011333.3..Ccl2,Ccl2,379.5,#F0E442
DCs,topic28,17:17882823-17892823;NM_008039.2..Fpr2,Fpr2,379.5,#F0E442
DCs,topic28,17:33550706-33560706;NM_053214.2..Myo1f,Myo1f,379.5,#F0E442
DCs,topic28,2:156415908-156425908;NM_001291120.1..Epb41l1,Epb41l1,379.5,#F0E442
DCs,topic28,7:24457482-24467482;NM_011113.4..Plaur,Plaur,379.5,#F0E442
DCs,topic28,7:25127460-25137460;NM_001163554.1..Pou2f2,Pou2f2,379.5,#F0E442
DCs,topic28,X:36107107-36117107;NM_133990.5..Il13ra1,Il13ra1,379.5,#F0E442
DCs,topic28,11:120356533-120366533;NM_172802.4..Fscn2,Fscn2,389,#F0E442
DCs,topic28,12:112583783-112593783;NM_198411.2..Inf2,Inf2,389,#F0E442
DCs,topic28,14:75011026-75021026;NM_198642.2..5031414D18Rik,5031414D18Rik,389,#F0E442
DCs,topic28,16:91592680-91602680;NM_030018.3..Tmem50b,Tmem50b,389,#F0E442
DCs,topic28,4:130787536-130797536;NM_011520.3..Sdc3,Sdc3,389,#F0E442
DCs,topic28,5:34331931-34341931;NM_001304270.1..Rnf4,Rnf4,389,#F0E442
DCs,topic28,7:19687659-19697659;NM_001110009.2..Apoc1,Apoc1,389,#F0E442
DCs,topic28,7:45149538-45159538;NM_145954.1..Aldh16a1,Aldh16a1,389,#F0E442
DCs,topic28,7:4777857-4787857;NM_001290423.1..Il11,Il11,389,#F0E442
DCs,topic28,11:6515958-6525958;NM_178440.4..Myo1g,Myo1g,396.5,#F0E442
DCs,topic28,14:55760961-55770961;NM_008519.2..Ltb4r1,Ltb4r1,396.5,#F0E442
DCs,topic28,2:172388793-172398793;NM_001080820.2..Cass4,Cass4,396.5,#F0E442
DCs,topic28,5:96788384-96798384;NM_013470.2..Anxa3,Anxa3,396.5,#F0E442
DCs,topic28,6:129009111-129019111;NM_001277202.1..Clec2f,Clec2f,396.5,#F0E442
DCs,topic28,7:88273084-88283084;NM_001311790.1..Ctsc,Ctsc,396.5,#F0E442
DCs,topic28,10:77525347-77535347;NM_008404.4..Itgb2,Itgb2,402,#F0E442
Eryths,topic16,2:131205359-131215359;NM_001291031.1..Ap5s1,Ap5s1,1,#0072B2
Eryths,topic16,6:38913985-38923985;NM_011539.3..Tbxas1,Tbxas1,2,#0072B2
Eryths,topic16,5:143646240-143656240;NM_001163548.1..Cyth3,Cyth3,3,#0072B2
Eryths,topic16,9:71158289-71168289;NM_022026.3..Aqp9,Aqp9,4,#0072B2
Eryths,topic16,3:121258316-121268316;NM_178936.3..Tmem56,Tmem56,5,#0072B2
Eryths,topic16,9:71157633-71167633;NM_001271843.1..Aqp9,Aqp9,6,#0072B2
Eryths,topic16,4:117830257-117840257;NM_008135.4..Slc6a9,Slc6a9,7,#0072B2
Eryths,topic16,10:62335421-62345421;NM_001146100.1..Hk1,Hk1,8,#0072B2
Eryths,topic16,2:132685282-132695282;NM_028637.1..1110034G24Rik,1110034G24Rik,9,#0072B2
Eryths,topic16,11:121429952-121439952;NM_001038699.2..Fn3k,Fn3k,10,#0072B2
Eryths,topic16,7:110767603-110777603;NM_009667.3..Ampd3,Ampd3,11,#0072B2
Eryths,topic16,18:56970379-56980379;NM_029909.1..C330018D20Rik,C330018D20Rik,12,#0072B2
Eryths,topic16,4:119417420-119427420;NM_026494.3..Ppcs,Ppcs,13,#0072B2
Eryths,topic16,11:96939019-96949019;NM_134021.2..Pnpo,Pnpo,14.5,#0072B2
Eryths,topic16,4:119417683-119427683;NM_001014900.2..Zmynd12,Zmynd12,14.5,#0072B2
Eryths,topic16,11:32262707-32272707;NM_001284359.1..Nprl3,Nprl3,16,#0072B2
Eryths,topic16,9:108075435-108085435;NM_008243.3..Mst1,Mst1,17,#0072B2
Eryths,topic16,14:51124067-51134067;NM_030098.2..Rnase6,Rnase6,18,#0072B2
Eryths,topic16,19:53887230-53897230;NM_011050.4..Pdcd4,Pdcd4,19,#0072B2
Eryths,topic16,1:120260280-120270280;NM_133186.3..Steap3,Steap3,20.5,#0072B2
Eryths,topic16,18:61948074-61958074;NM_172628.2..Sh3tc2,Sh3tc2,20.5,#0072B2
Eryths,topic16,7:128293131-128303131;NM_145590.2..BC017158,BC017158,22,#0072B2
Eryths,topic16,9:48357040-48367040;NM_172921.3..Nxpe4,Nxpe4,23,#0072B2
Eryths,topic16,4:115051425-115061425;NM_011527.3..Tal1,Tal1,24,#0072B2
Eryths,topic16,6:41699325-41709325;NM_032540.3..Kel,Kel,25,#0072B2
Eryths,topic16,9:95554816-95564816;NM_198414.2..Paqr9,Paqr9,26,#0072B2
Eryths,topic16,5:121215218-121225218;NM_181421.4..Gm15800,Gm15800,27,#0072B2
Eryths,topic16,14:51141767-51151767;NM_011271.2..Rnase1,Rnase1,28,#0072B2
Eryths,topic16,2:153220441-153230441;NM_198617.2..Tspyl3,Tspyl3,29,#0072B2
Eryths,topic16,8:122277140-122287140;NM_009569.3..Zfpm1,Zfpm1,30,#0072B2
Eryths,topic16,4:115052810-115062810;NM_001287388.1..Tal1,Tal1,31,#0072B2
Eryths,topic16,11:32271599-32281599;NM_010405.4..Hba-x,Hba-x,32.5,#0072B2
Eryths,topic16,9:108074375-108084375;NM_032543.2..Rnf123,Rnf123,32.5,#0072B2
Eryths,topic16,11:98582245-98592245;NM_025661.4..Ormdl3,Ormdl3,34.5,#0072B2
Eryths,topic16,19:17334505-17344505;NM_001136484.3..Gcnt1,Gcnt1,34.5,#0072B2
Eryths,topic16,11:102360281-102370281;NM_011403.2..Slc4a1,Slc4a1,36,#0072B2
Eryths,topic16,11:69364426-69374426;NM_146019.4..Chd3,Chd3,37,#0072B2
Eryths,topic16,15:80128153-80138153;NM_025609.2..Tab1,Tab1,38.5,#0072B2
Eryths,topic16,7:141126285-141136285;NM_013782.4..Ptdss2,Ptdss2,38.5,#0072B2
Eryths,topic16,5:130166818-130176818;NM_001199059.1..Rabgef1,Rabgef1,40.5,#0072B2
Eryths,topic16,8:23053258-23063258;NM_001277286.2..Ank1,Ank1,40.5,#0072B2
Eryths,topic16,1:133748747-133758747;NM_001167949.2..Atp2b4,Atp2b4,42.5,#0072B2
Eryths,topic16,5:137679753-137689753;NM_001303266.1..Agfg2,Agfg2,42.5,#0072B2
Eryths,topic16,4:132505456-132515456;NM_144907.1..Sesn2,Sesn2,44,#0072B2
Eryths,topic16,16:56070403-56080403;NM_001003972.2..Senp7,Senp7,45,#0072B2
Eryths,topic16,18:24200993-24210993;NM_001160404.1..Galnt1,Galnt1,46,#0072B2
Eryths,topic16,1:136013000-136023000;NM_025439.3..Tmem9,Tmem9,47,#0072B2
Eryths,topic16,12:69291680-69301680;NM_027117.3..Klhdc2,Klhdc2,48.5,#0072B2
Eryths,topic16,8:23030098-23040098;NM_001277281.2..Ank1,Ank1,48.5,#0072B2
Eryths,topic16,4:132067097-132077097;NM_183428.3..Epb41,Epb41,50.5,#0072B2
Eryths,topic16,4:46399183-46409183;NM_053149.2..Hemgn,Hemgn,50.5,#0072B2
Eryths,topic16,2:151736310-151746310;NM_001305244.1..Psmf1,Psmf1,52,#0072B2
Eryths,topic16,4:119185011-119195011;NM_013848.2..Ermap,Ermap,53,#0072B2
Eryths,topic16,18:67547721-67557721;NM_194355.2..Spire1,Spire1,54.5,#0072B2
Eryths,topic16,7:103910061-103920061;NM_001271020.1..Olfr631,Olfr631,54.5,#0072B2
Eryths,topic16,9:108074301-108084301;NM_001311152.1..Rnf123,Rnf123,56,#0072B2
Eryths,topic16,1:120266082-120276082;NM_001085409.1..Steap3,Steap3,57,#0072B2
Eryths,topic16,4:132070313-132080313;NM_001128607.1..Epb41,Epb41,59.5,#0072B2
Eryths,topic16,5:107870107-107880107;NM_007964.2..Evi5,Evi5,59.5,#0072B2
Eryths,topic16,5:143617446-143627446;NM_011182.4..Cyth3,Cyth3,59.5,#0072B2
Eryths,topic16,9:54694558-54704558;NM_021422.4..Dnaja4,Dnaja4,59.5,#0072B2
Eryths,topic16,8:85376041-85386041;NM_001297612.1..Mylk3,Mylk3,62,#0072B2
Eryths,topic16,1:136013155-136023155;NM_001160146.1..Tmem9,Tmem9,63,#0072B2
Eryths,topic16,11:116529739-116539739;NM_011451.3..Sphk1,Sphk1,64,#0072B2
Eryths,topic16,16:56070479-56080479;NM_001304503.1..Senp7,Senp7,65.5,#0072B2
Eryths,topic16,3:88488312-88498312;NM_019390.3..Lmna,Lmna,65.5,#0072B2
Eryths,topic16,11:109538710-109548710;NM_001166177.1..Arsg,Arsg,67.5,#0072B2
Eryths,topic16,6:135192986-135202986;NM_028982.4..Fam234b,Fam234b,67.5,#0072B2
Eryths,topic16,7:101316318-101326318;NM_019990.4..Stard10,Stard10,69,#0072B2
Eryths,topic16,2:103952994-103962994;NM_001142337.1..Lmo2,Lmo2,70.5,#0072B2
Eryths,topic16,6:39414776-39424776;NM_001311109.1..Mkrn1,Mkrn1,70.5,#0072B2
Eryths,topic16,10:53332685-53342685;NM_001141927.1..Pln,Pln,72.5,#0072B2
Eryths,topic16,8:94979398-94989398;NM_018882.3..Adgrg1,Adgrg1,72.5,#0072B2
Eryths,topic16,7:103822928-103832928;NM_001201391.1..Hbb-bs,Hbb-bs,74,#0072B2
Eryths,topic16,15:73743025-73753025;NM_008975.3..Ptp4a3,Ptp4a3,75.5,#0072B2
Eryths,topic16,6:86073047-86083047;NM_001271859.1..Add2,Add2,75.5,#0072B2
Eryths,topic16,2:131257499-131267499;NM_153501.2..Pank2,Pank2,77,#0072B2
Eryths,topic16,5:139731333-139741333;NM_174850.3..Micall2,Micall2,78,#0072B2
Eryths,topic16,9:43234816-43244816;NM_178644.3..Oaf,Oaf,79,#0072B2
Eryths,topic16,6:72375468-72385468;NM_001080742.2..Vamp5,Vamp5,80.5,#0072B2
Eryths,topic16,9:107970566-107980566;NM_023738.4..Uba7,Uba7,80.5,#0072B2
Eryths,topic16,1:75137368-75147368;NM_026977.2..Cnppd1,Cnppd1,82.5,#0072B2
Eryths,topic16,19:37193108-37203108;NM_001290829.1..Cpeb3,Cpeb3,82.5,#0072B2
Eryths,topic16,1:91535564-91545564;NM_001039126.2..Asb1,Asb1,85.5,#0072B2
Eryths,topic16,11:53514735-53524735;NM_001252332.1..Sept8,Sept8,85.5,#0072B2
Eryths,topic16,11:58913056-58923056;NM_138678.2..Btnl10,Btnl10,85.5,#0072B2
Eryths,topic16,16:8675769-8685769;NM_001324517.1..Gm5767,Gm5767,85.5,#0072B2
Eryths,topic16,16:8667153-8677153;NM_025821.2..Carhsp1,Carhsp1,89,#0072B2
Eryths,topic16,7:103848207-103858207;NM_008221.4..Hbb-y,Hbb-y,89,#0072B2
Eryths,topic16,9:96254247-96264247;NM_001184710.1..Tfdp2,Tfdp2,89,#0072B2
Eryths,topic16,16:58665207-58675207;NM_007757.2..Cpox,Cpox,91.5,#0072B2
Eryths,topic16,7:83886999-83896999;NM_023403.3..Mesdc2,Mesdc2,91.5,#0072B2
Eryths,topic16,10:128332831-128342831;NM_026444.3..Cs,Cs,93,#0072B2
Eryths,topic16,18:24200343-24210343;NM_013814.3..Galnt1,Galnt1,94,#0072B2
Eryths,topic16,18:64484066-64494066;NM_007998.6..Fech,Fech,95.5,#0072B2
Eryths,topic16,19:37202471-37212471;NM_001290827.1..Cpeb3,Cpeb3,95.5,#0072B2
Eryths,topic16,2:104090800-104100800;NM_001111060.2..Cd59a,Cd59a,98.5,#0072B2
Eryths,topic16,2:181419388-181429388;NM_027656.2..Zbtb46,Zbtb46,98.5,#0072B2
Eryths,topic16,2:93447672-93457672;NM_001271462.1..Cd82,Cd82,98.5,#0072B2
Eryths,topic16,6:56896886-56906886;NM_001252374.1..Nt5c3,Nt5c3,98.5,#0072B2
Eryths,topic16,10:93886202-93896202;NM_019648.3..Metap2,Metap2,101.5,#0072B2
Eryths,topic16,18:78118426-78128426;NM_001171010.1..Slc14a1,Slc14a1,101.5,#0072B2
Eryths,topic16,13:32960512-32970512;NM_011454.1..Serpinb6b,Serpinb6b,104,#0072B2
Eryths,topic16,19:37202544-37212544;NM_001164336.1..March5,March5,104,#0072B2
Eryths,topic16,4:118424700-118434700;NM_001039176.2..Elovl1,Elovl1,104,#0072B2
Eryths,topic16,11:98902888-98912888;NM_001025779.1..Cdc6,Cdc6,107,#0072B2
Eryths,topic16,4:119190524-119200524;NM_001038998.2..Svbp,Svbp,107,#0072B2
Eryths,topic16,8:60949799-60959799;NM_173876.3..Clcn3,Clcn3,107,#0072B2
Eryths,topic16,10:40137254-40147254;NM_001114332.1..Slc16a10,Slc16a10,109.5,#0072B2
Eryths,topic16,8:117077449-117087449;NM_029686.4..Pkd1l2,Pkd1l2,109.5,#0072B2
Eryths,topic16,13:47101221-47111221;NM_025900.2..Dek,Dek,111.5,#0072B2
Eryths,topic16,16:18421416-18431416;NM_013711.3..Txnrd2,Txnrd2,111.5,#0072B2
Eryths,topic16,15:83590157-83600157;NM_183017.2..Ttll12,Ttll12,113,#0072B2
Eryths,topic16,9:107571951-107581951;NM_008317.4..Hyal1,Hyal1,114.5,#0072B2
Eryths,topic16,9:122346615-122356615;NM_026179.2..Abhd5,Abhd5,114.5,#0072B2
Eryths,topic16,19:6123215-6133215;NM_026912.1..Snx15,Snx15,116.5,#0072B2
Eryths,topic16,3:89131141-89141141;NM_013631.2..Pklr,Pklr,116.5,#0072B2
Eryths,topic16,12:24646370-24656370;NM_178357.3..Klf11,Klf11,118.5,#0072B2
Eryths,topic16,4:118423092-118433092;NM_001039175.2..Elovl1,Elovl1,118.5,#0072B2
Eryths,topic16,11:116528237-116538237;NM_025367.6..Sphk1,Sphk1,121.5,#0072B2
Eryths,topic16,15:80086333-80096333;NM_009303.2..Syngr1,Syngr1,121.5,#0072B2
Eryths,topic16,6:146629592-146639592;NM_026281.2..Tm7sf3,Tm7sf3,121.5,#0072B2
Eryths,topic16,9:50851923-50861923;NM_001034085.2..Ppp2r1b,Ppp2r1b,121.5,#0072B2
Eryths,topic16,17:40806148-40816148;NM_011269.2..Rhag,Rhag,124,#0072B2
Eryths,topic16,6:90614245-90624245;NM_001037493.2..Slc41a3,Slc41a3,125,#0072B2
Eryths,topic16,1:180846150-180856150;NM_145943.1..Sde2,Sde2,127,#0072B2
Eryths,topic16,1:91536079-91546079;NM_023046.4..Asb1,Asb1,127,#0072B2
Eryths,topic16,11:116527443-116537443;NM_001172472.1..Sphk1,Sphk1,127,#0072B2
Eryths,topic16,15:97839502-97849502;NM_001204275.1..Hdac7,Hdac7,129,#0072B2
Eryths,topic16,1:75137785-75147785;NM_001305231.1..Fam134a,Fam134a,131,#0072B2
Eryths,topic16,11:109606389-109616389;NM_145940.2..Wipi1,Wipi1,131,#0072B2
Eryths,topic16,6:17738591-17748591;NM_001289627.1..St7,St7,131,#0072B2
Eryths,topic16,5:134910530-134920530;NM_020504.4..Cldn13,Cldn13,133,#0072B2
Eryths,topic16,11:97445159-97455159;NM_021493.2..Arhgap23,Arhgap23,135,#0072B2
Eryths,topic16,13:74729261-74739261;NM_001301158.1..Cast,Cast,135,#0072B2
Eryths,topic16,3:89131622-89141622;NM_001099779.1..Pklr,Pklr,135,#0072B2
Eryths,topic16,10:128621506-128631506;NM_013765.2..Rps26,Rps26,138,#0072B2
Eryths,topic16,6:91151814-91161814;NM_144919.2..Hdac11,Hdac11,138,#0072B2
Eryths,topic16,7:80529998-80539998;NM_007550.4..Blm,Blm,138,#0072B2
Eryths,topic16,11:116619252-116629252;NM_001167680.1..Rhbdf2,Rhbdf2,141.5,#0072B2
Eryths,topic16,17:25936989-25946989;NM_001291025.1..Pigq,Pigq,141.5,#0072B2
Eryths,topic16,4:87801323-87811323;NM_001286158.1..Mllt3,Mllt3,141.5,#0072B2
Eryths,topic16,8:84896927-84906927;NM_010635.2..Klf1,Klf1,141.5,#0072B2
Eryths,topic16,15:76241806-76251806;NM_023168.3..Grina,Grina,144.5,#0072B2
Eryths,topic16,4:119190309-119200309;NM_024462.2..Svbp,Svbp,144.5,#0072B2
Eryths,topic16,11:75920891-75930891;NM_001291159.1..Rph3al,Rph3al,146.5,#0072B2
Eryths,topic16,9:107564162-107574162;NM_010489.2..Hyal2,Hyal2,146.5,#0072B2
Eryths,topic16,16:18421716-18431716;NM_001111062.1..Comt,Comt,148.5,#0072B2
Eryths,topic16,19:32480768-32490768;NM_010799.2..Minpp1,Minpp1,148.5,#0072B2
Eryths,topic16,1:75128890-75138890;NM_194333.3..Slc23a3,Slc23a3,150.5,#0072B2
Eryths,topic16,4:155780874-155790874;NM_001033394.3..Tmem88b,Tmem88b,150.5,#0072B2
Eryths,topic16,13:100770899-100780899;NM_021886.1..Cenph,Cenph,152.5,#0072B2
Eryths,topic16,7:102245118-102255118;NM_019566.3..Rhog,Rhog,152.5,#0072B2
Eryths,topic16,1:75138157-75148157;NM_001305232.1..Fam134a,Fam134a,154,#0072B2
Eryths,topic16,13:73462382-73472382;NM_145376.5..Lpcat1,Lpcat1,155.5,#0072B2
Eryths,topic16,7:103838162-103848162;NM_008219.3..Hbb-bh1,Hbb-bh1,155.5,#0072B2
Eryths,topic16,2:84729203-84739203;NM_001005342.2..Ypel4,Ypel4,157.5,#0072B2
Eryths,topic16,9:96253704-96263704;NM_001184709.1..Tfdp2,Tfdp2,157.5,#0072B2
Eryths,topic16,1:130726975-130736975;NM_177604.3..AA986860,AA986860,159.5,#0072B2
Eryths,topic16,17:48446501-48456501;NM_027292.2..Tspo2,Tspo2,159.5,#0072B2
Eryths,topic16,1:179799015-179809015;NM_026375.2..Ahctf1,Ahctf1,162,#0072B2
Eryths,topic16,1:75227093-75237093;NM_001243090.1..A630095N17Rik,A630095N17Rik,162,#0072B2
Eryths,topic16,8:109863602-109873602;NM_001122594.2..Phlpp2,Phlpp2,162,#0072B2
Eryths,topic16,11:32278671-32288671;NM_008218.2..Hba-a1,Hba-a1,164.5,#0072B2
Eryths,topic16,15:98602633-98612633;NM_007405.2..Adcy6,Adcy6,164.5,#0072B2
Eryths,topic16,17:24194957-24204957;NM_001163852.1..Tbc1d24,Tbc1d24,166,#0072B2
Eryths,topic16,11:117820918-117830918;NM_027827.3..Afmid,Afmid,169,#0072B2
Eryths,topic16,14:79296635-79306635;NM_025427.2..Rgcc,Rgcc,169,#0072B2
Eryths,topic16,17:26776078-26786078;NM_172149.5..Bnip1,Bnip1,169,#0072B2
Eryths,topic16,4:115083707-115093707;NM_001164557.1..Pdzk1ip1,Pdzk1ip1,169,#0072B2
Eryths,topic16,6:120831229-120841229;NM_153516.2..Bcl2l13,Bcl2l13,169,#0072B2
Eryths,topic16,11:116526910-116536910;NM_001172475.1..Sphk1,Sphk1,172.5,#0072B2
Eryths,topic16,4:135851070-135861070;NM_001080387.2..Srsf10,Srsf10,172.5,#0072B2
Eryths,topic16,1:180251300-180261300;NM_001128605.1..Psen2,Psen2,176,#0072B2
Eryths,topic16,17:30607659-30617659;NM_001113560.1..Glo1,Glo1,176,#0072B2
Eryths,topic16,2:104117768-104127768;NM_026634.2..A930018P22Rik,A930018P22Rik,176,#0072B2
Eryths,topic16,2:131904927-131914927;NM_001278256.1..Prnp,Prnp,176,#0072B2
Eryths,topic16,7:27447417-27457417;NM_001290525.1..Blvrb,Blvrb,176,#0072B2
Eryths,topic16,2:70820480-70830480;NM_172664.3..Tlk1,Tlk1,179,#0072B2
Eryths,topic16,6:87773135-87783135;NM_018762.1..Gp9,Gp9,180,#0072B2
Eryths,topic16,11:117821014-117831014;NM_001271729.1..Tk1,Tk1,182.5,#0072B2
Eryths,topic16,13:34340182-34350182;NM_001033167.3..Slc22a23,Slc22a23,182.5,#0072B2
Eryths,topic16,3:19183220-19193220;NM_026182.5..Mtfr1,Mtfr1,182.5,#0072B2
Eryths,topic16,7:115841140-115851140;NM_001277326.1..Sox6,Sox6,182.5,#0072B2
Eryths,topic16,5:139809283-139819283;NM_001161548.1..Tmem184a,Tmem184a,185,#0072B2
Eryths,topic16,1:185449847-185459847;NM_001033286.2..Slc30a10,Slc30a10,186.5,#0072B2
Eryths,topic16,11:59158745-59168745;NM_001270791.1..Iba57,Iba57,186.5,#0072B2
Eryths,topic16,3:104633663-104643663;NM_009196.4..Slc16a1,Slc16a1,189,#0072B2
Eryths,topic16,3:14881425-14891425;NM_009801.4..Car2,Car2,189,#0072B2
Eryths,topic16,5:103749161-103759161;NM_133919.4..Aff1,Aff1,189,#0072B2
Eryths,topic16,1:132362948-132372948;NM_001311108.1..Tmcc2,Tmcc2,192,#0072B2
Eryths,topic16,1:132386386-132396386;NM_178874.3..Tmcc2,Tmcc2,192,#0072B2
Eryths,topic16,4:132417446-132427446;NM_001161797.1..Phactr4,Phactr4,192,#0072B2
Eryths,topic16,11:72685001-72695001;NM_009671.5..Ankfy1,Ankfy1,194,#0072B2
Eryths,topic16,2:121031877-121041877;NM_013513.3..Epb42,Epb42,195.5,#0072B2
Eryths,topic16,5:116019428-116029428;NM_031869.2..Prkab1,Prkab1,195.5,#0072B2
Eryths,topic16,8:105822743-105832743;NM_024445.4..Tsnaxip1,Tsnaxip1,197,#0072B2
Eryths,topic16,1:132385318-132395318;NM_001311107.1..Tmcc2,Tmcc2,198.5,#0072B2
Eryths,topic16,3:103122555-103132555;NM_177857.1..Dennd2c,Dennd2c,198.5,#0072B2
Eryths,topic16,12:69785707-69795707;NM_183294.2..Cdkl1,Cdkl1,201,#0072B2
Eryths,topic16,5:103749572-103759572;NM_001080798.2..Aff1,Aff1,201,#0072B2
Eryths,topic16,8:120483865-120493865;NM_198671.2..Gse1,Gse1,201,#0072B2
Eryths,topic16,12:76705547-76715547;NM_013675.3..Sptb,Sptb,203,#0072B2
Eryths,topic16,11:32291491-32301491;NM_001083955.1..Hba-a2,Hba-a2,206,#0072B2
Eryths,topic16,11:53475195-53485195;NM_183173.2..Sowaha,Sowaha,206,#0072B2
Eryths,topic16,15:44452552-44462552;NM_138674.2..Pkhd1l1,Pkhd1l1,206,#0072B2
Eryths,topic16,6:38832311-38842311;NM_001136065.2..Hipk2,Hipk2,206,#0072B2
Eryths,topic16,7:99530485-99540485;NM_177231.2..Arrb1,Arrb1,206,#0072B2
Eryths,topic16,7:120846188-120856188;NM_001267711.1..Eef2k,Eef2k,209,#0072B2
Eryths,topic16,10:43574168-43584168;NM_009846.2..Cd24a,Cd24a,211.5,#0072B2
Eryths,topic16,12:32056279-32066279;NM_011158.3..Prkar2b,Prkar2b,211.5,#0072B2
Eryths,topic16,6:88719411-88729411;NM_001166249.1..Mgll,Mgll,211.5,#0072B2
Eryths,topic16,9:103283297-103293297;NM_027918.2..1300017J02Rik,1300017J02Rik,211.5,#0072B2
Eryths,topic16,11:78160550-78170550;NM_009423.4..Traf4,Traf4,215.5,#0072B2
Eryths,topic16,14:54421908-54431908;NM_026851.2..Mrpl52,Mrpl52,215.5,#0072B2
Eryths,topic16,17:36864573-36874573;NM_011280.2..Trim10,Trim10,215.5,#0072B2
Eryths,topic16,7:127132823-127142823;NM_001037810.2..Spn,Spn,215.5,#0072B2
Eryths,topic16,17:25939931-25949931;NM_001039038.2..Nhlrc4,Nhlrc4,219,#0072B2
Eryths,topic16,7:103835521-103845521;NM_001127686.1..Hbb-bh2,Hbb-bh2,219,#0072B2
Eryths,topic16,9:48335898-48345898;NM_030069.3..Nxpe2,Nxpe2,219,#0072B2
Eryths,topic16,6:39415369-39425369;NM_018810.2..Mkrn1,Mkrn1,221,#0072B2
Eryths,topic16,1:136341104-136351104;NM_001081360.1..Camsap2,Camsap2,222,#0072B2
Eryths,topic16,15:5138860-5148860;NM_001013367.3..Prkaa1,Prkaa1,223,#0072B2
Eryths,topic16,4:134505998-134515998;NM_001081099.1..Aunip,Aunip,224.5,#0072B2
Eryths,topic16,6:88622448-88632448;NM_001278671.1..Kbtbd12,Kbtbd12,224.5,#0072B2
Eryths,topic16,11:74614604-74624604;NM_001013784.1..Ccdc92b,Ccdc92b,227,#0072B2
Eryths,topic16,5:139384903-139394903;NM_001038703.2..Gpr146,Gpr146,227,#0072B2
Eryths,topic16,9:57231555-57241555;NM_001014398.2..Trcg1,Trcg1,227,#0072B2
Eryths,topic16,11:49082016-49092016;NM_001271676.1..Ifi47,Ifi47,230,#0072B2
Eryths,topic16,11:87732564-87742564;NM_009296.1..Supt4a,Supt4a,230,#0072B2
Eryths,topic16,8:111928791-111938791;NM_001033321.1..Tmem231,Tmem231,230,#0072B2
Eryths,topic16,13:100739659-100749659;NM_001190264.1..Mrps36,Mrps36,233,#0072B2
Eryths,topic16,15:75889481-75899481;NM_172607.3..Naprt,Naprt,233,#0072B2
Eryths,topic16,2:51930009-51940009;NM_001141981.1..Rbm43,Rbm43,233,#0072B2
Eryths,topic16,11:58899225-58909225;NM_011758.2..Zfp39,Zfp39,236,#0072B2
Eryths,topic16,13:59764789-59774789;NM_026921.4..Isca1,Isca1,236,#0072B2
Eryths,topic16,7:133697500-133707500;NM_001302087.1..Uros,Uros,236,#0072B2
Eryths,topic16,13:30331355-30341355;NM_177322.3..Agtr1a,Agtr1a,238,#0072B2
Eryths,topic16,14:70613569-70623569;NM_001252666.1..Dmtn,Dmtn,239.5,#0072B2
